Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
xmind,org.xmind.ui.blackbox,BlackBox,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ID
xmind,org.xmind.ui.blackbox,BlackBoxVersion,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeResourceManagerPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeResourceManagerPage,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
xmind,org.xmind.ui.internal.resourcemanager,MarkerResourceManagerPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,TemplateResourceManagerViewer,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.88
xmind,org.xmind.ui.internal.resourcemanager,TemplateGalleryViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,TemplateCategorizedContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,TemplateCategorizedLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,TemplateNameEditTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,TemplateResourceManagerPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,IResourceManagerDialogPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,IResourceManagerDialogPage,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IAdaptable
xmind,org.xmind.ui.internal.resourcemanager,StyleResourceManagerViewer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FRAME_HEIGHT; FRAME_WIDTH; cachedImageData; EDIT_STYLE_COMMAND_ID; type; styles; groups; instance
xmind,org.xmind.ui.internal.resourcemanager,StyleResourceManagerViewer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
xmind,org.xmind.ui.internal.resourcemanager,StyleGalleryViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,StyleGroup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,StyleCategorizedLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,StyleCategorizedContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,StyleNestedViewerNameEditTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ResourceManagerDialogPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeGalleryViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeCategorizedContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeCategorizedLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeNestedGalleryViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ThemeNestedViewerNameEditTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,StyleResourceManagerPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ResourceManagerViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,ResourceManagerViewer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_FRAME_HEIGHT; DEFAULT_FRAME_WIDTH; DEFAULT_FLOATING_TEXT_EDITOR_WIDTH_EXPAND; properties; resourceManager
xmind,org.xmind.ui.internal.resourcemanager,ResourceCategorizedSelectTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,Layout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.resourcemanager,CategorizedLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
