Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
xmind,org.xmind.ui.internal.views,ThemePreview,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemesView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemesView,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
xmind,org.xmind.ui.internal.views,ToggleLinkEditorAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,SetDefaultThemeAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeLabelProvider,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: THEME_PREVIEWS_DIR; IMAGE_WIDTH; IMAGE_HEIGHT; BACKGROUND_ENLARGEMENT_MARGINS; defaultImage; INSTANCE; imageGroups; loaderGroups; listeners; themeRemovalEventReg; loaderListener; theme; structureClass; display; previewImage; properties; structureClass
xmind,org.xmind.ui.internal.views,ThemeLabelProvider,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ThemeLabelProvider; ThemePreviewImageProviderManager
xmind,org.xmind.ui.internal.views,ThemeLabelProvider,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
xmind,org.xmind.ui.internal.views,ThemePreviewImageProviderManager,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; imageGroups; loaderGroups; listeners; themeRemovalEventReg; loaderListener
xmind,org.xmind.ui.internal.views,ThemePreviewImageLoader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,Layout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionsView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,DefaultRevisionsPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemesViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeNameEditTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,BlackBoxView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,BlackBoxView,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
xmind,org.xmind.ui.internal.views,BlackBoxContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,BlackBoxLabelProvide,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,VersionsLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,VersionsInfoLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,OpenReversionAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,DeleteBackupsAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,VersionOpenListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,BlackBoxSorter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,StyleFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,AttachmentsInspectorSection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,SheetOverviewPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ContentsFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ContentsLayoutListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CategorizedThemeGroup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,OverviewView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ContentListViewer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: service; oldCentered; listViewer; data; bar; imageLabel; textLabel; hyperlink; selectionBackground; SEP; list; listMap; items
xmind,org.xmind.ui.internal.views,ContentListViewer,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 36 public methods
xmind,org.xmind.ui.internal.views,CenteredRevealHelper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ContentItem,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,DefaultOverviewPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookMetadataPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookMetadataPage,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 97 public methods
xmind,org.xmind.ui.internal.views,IWorkbookMetadataPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,IModifiableWorkbookMetadataPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookMetadata,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookMetadata,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
xmind,org.xmind.ui.internal.views,AbstractWorkbookMetadataPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookMetadataListRow,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookMetadataListLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,TopicViewerComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,AuthorInfoPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookSummaryPart,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.9523809523809523
xmind,org.xmind.ui.internal.views,WorkbookSummaryPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,AttachmentListPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ExternalFileListPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,HyperlinkListPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ImageListPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeOverrideDialog,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,NotesView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,NotesView,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 43 public methods
xmind,org.xmind.ui.internal.views,ContextActivator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InsertImageAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InsertHyperlinkAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,TextAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,NotesViewRichTextActionBarContributor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CommitNotesHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,SaveNotesJob,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CategorizedThemeViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeSelectTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CategorizedThemeContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CategorizedThemeLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeGalleryViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeNameEditTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ChangeThemeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,MarkerView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,MarkerView,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 46 public methods
xmind,org.xmind.ui.internal.views,ShowMarkerManagerAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ImportMarkerAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ExportMarkerAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,MarkerAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,MarkerSheetPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,MarkerGroupPart,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,MarkerGroupPart,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
xmind,org.xmind.ui.internal.views,InspectorContentSection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ImageInspectorSection2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CommentsView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CommentsView,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BG_COLOR; COMMENTS_EDIT_CONTEXT_ID; INVALID_COLER; context; service; textViewer; op; contributor; selectionProvider; workbenchActions; textActions; contributingEditor; currentTopicPart; commentEventRegister; globalEventRegister; sc; contentComposite; contentViewer; sheet; control; controlListener; commitHandlerActivation; latestCreatedComment; selectedComment
xmind,org.xmind.ui.internal.views,CommentsView,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods
xmind,org.xmind.ui.internal.views,ContextActivator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,TextAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,CommitCommentHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ExternalFilesInspectorSection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionsPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionNumberLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionTimeLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionDateLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,RevisionOpenListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InspectorSection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InspectorSection,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 36 methods
xmind,org.xmind.ui.internal.views,InspectorContentProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InspectorLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,Messages,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BUNDLE_NAME; BlackBoxView_DeleteBackups; BlackBoxView_Description_text; BlackBoxView_Info; BlackBoxView_OpenVersion; BlackBoxView_Versions; AuthorInfoInspectorSection_title; AuthorInfoInspectorSection_Name; AuthorInfoInspectorSection_Email; AuthorInfoInspectorSection_Organization; AuthorInfoInspectorSection_Enter_Name; AuthorInfoInspectorSection_Enter_Email; AuthorInfoInspectorSection_Enter_Organization; AttachmentsInspectorSection_title; ExternalFilesInspectorSection_title; HyperlinkInspectorSection_title; ImageInspectorSection_title; FileInfoInspectorSection_title; NoContent_message; FileInfoEstimateSize_label; FileInfoWords_label; FileInfoTopics_label; FileInfoRevisions_label; FileInfoModifiedTime_label; FileInfoModifiedBy_label; FileInfoCreatedTime_label; RemoveAllRevisionsDialog_title; RemoveAllRevisionsDialog_message; ThemesView_Dialog_title; ThemesView_Dialog_message; ThemesView_Dialog_Check; ThemesView_Dialog_PrefLink; ThemesView_OverrideButton; ThemesView_KeepButton; ThemeUICore_group_default_name; ThemeUICore_group_user_name; ThemesPopover_MoreTheme_label; ThemesPopover_ManagerTheme_label; ThemesPopover_Extract_Current_Theme_label; MarkersPopover_ManageMarkers_label; MarkersPopover_ImportMarkers_label; MarkersPopover_ExportMarkers_label
xmind,org.xmind.ui.internal.views,WorkbookOverviewPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,HyperlinkInspectorSection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InspectorViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,ThemeUIGroup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,AuthorInfoNameViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,AuthorInfoEmailViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,AuthorInfoOrganizationViewer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,InspectorView,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,WorkbookRevisionsPage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,FileInfoInspectorSection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.views,FileInfoInspectorSection,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 36 methods
xmind,org.xmind.ui.internal.views,StyleFigureUtils,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.9736842105263158
xmind,org.xmind.ui.internal.views,StyleFigureUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BOUNDARY_STEP; BOUNDARY_PADDING; CALLOUT_RRECT_PARAM; CALLOUT_ELLIPSE_STARTANGLE; CALLOUT_ELLIPSE_ARCANGLE; SPINY_WIDTH; ROUNDED_CORNER; ROUNDED_CORNER_ADAPTER; defaultStyles; defaultSheetStyle; defaultCentralStyle; defaultMainStyle; defaultRelationshipStyle
xmind,org.xmind.ui.internal.views,StyleFigureUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 54 public methods
xmind,org.xmind.ui.internal.protocols,OpenFileAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,AttachmentProtocol,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,AttachmentAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,FilePathParser,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: URI_SCHEME; FILE_PROTOCOL; FILE_SEP; PROTOCOL_SEP; PATH_SEP; PARENT_DIR; SAME_DIR; PARENT_DIR_SEP; SAME_DIR_SEP; ABSTRACT_FILE_BASE; WIN_NETWORK_PATH_PREFIX; IS_WINDOWS; URI_DECODE_RESERVED; uri; head; neck; body
xmind,org.xmind.ui.internal.protocols,FilePathParser,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 101
xmind,org.xmind.ui.internal.protocols,ProtocolDescriptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,ProtocolManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,DefaultOpenURLAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,DefaultProtocol,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,WebProtocol,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: WEB_ICON_EVENT_TYPE; DEFAULT_BROWSER_ID; PATH_FAVICONS; jobPool; url
xmind,org.xmind.ui.internal.protocols,Callback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,OpenURLAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,TopicProtocol,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.protocols,GoTopicAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.handlers,ShowOverviewHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.handlers,SortHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.handlers,SaveImageAsHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.internal.handlers,DeleteRevisionHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
