Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path
xmind,org.xmind.gef,IViewer,0,0,44,0,57,44,2,0,-1.0,14,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/IViewer.java
xmind,org.xmind.gef,IPartSearchCondition,0,0,1,0,3,1,0,0,-1.0,1,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/IViewer.java
xmind,org.xmind.gef,Request,11,0,33,33,191,57,0,0,0.30303030303030304,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/Request.java
xmind,org.xmind.gef.tree,TreePart,2,0,15,3,106,29,0,0,0.6,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/TreePart.java
xmind,org.xmind.gef.tree,ITreeViewer,2,0,2,0,9,2,0,1,-1.0,2,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/ITreeViewer.java
xmind,org.xmind.gef.tree,ITreePart,0,0,2,0,7,2,1,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/ITreePart.java
xmind,org.xmind.gef.tree,TreeViewer,1,0,11,6,88,24,0,0,0.9090909090909091,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/TreeViewer.java
xmind,org.xmind.gef.tree,ITreeRootPart,0,0,0,0,5,0,0,2,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/ITreeRootPart.java
xmind,org.xmind.gef.tree,TreeSelectTool,0,0,1,1,8,1,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/TreeSelectTool.java
xmind,org.xmind.gef.tree,TreeRootPart,2,0,6,4,44,13,0,0,0.6666666666666666,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/tree/TreeRootPart.java
xmind,org.xmind.gef.draw2d,IUseTransparency,1,1,4,4,19,4,1,0,-1.0,1,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IUseTransparency.java
xmind,org.xmind.gef.draw2d,DecoratedShapeFigure,3,0,13,10,91,26,0,0,0.46153846153846156,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/DecoratedShapeFigure.java
xmind,org.xmind.gef.draw2d,IMinimizable,1,1,2,0,5,2,0,0,-1.0,3,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IMinimizable.java
xmind,org.xmind.gef.draw2d,PointFigure,6,3,8,6,98,17,0,0,0.375,2,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/PointFigure.java
xmind,org.xmind.gef.draw2d,IOriginBased,0,0,1,0,6,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IOriginBased.java
xmind,org.xmind.gef.draw2d,RotatableLineBorder,2,0,8,7,48,10,0,0,0.75,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/RotatableLineBorder.java
xmind,org.xmind.gef.draw2d,IRotatableReferenceDescriptor,0,0,1,0,3,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRotatableReferenceDescriptor.java
xmind,org.xmind.gef.draw2d,TransparentableLayer,2,0,7,5,38,9,0,0,0.7142857142857143,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/TransparentableLayer.java
xmind,org.xmind.gef.draw2d,IRelayerableFigure,0,0,3,0,5,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRelayerableFigure.java
xmind,org.xmind.gef.draw2d,IHasCorner,0,0,2,2,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IHasCorner.java
xmind,org.xmind.gef.draw2d,SimpleRectangleFigure,4,1,12,11,88,18,0,2,0.16666666666666666,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/SimpleRectangleFigure.java
xmind,org.xmind.gef.draw2d,IRotatableReferencedFigure,0,0,2,0,7,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRotatableReferencedFigure.java
xmind,org.xmind.gef.draw2d,IRotatableFigure,0,0,1,0,6,1,0,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRotatableFigure.java
xmind,org.xmind.gef.draw2d,ReferencedFigure,4,0,18,13,126,37,0,0,0.5,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ReferencedFigure.java
xmind,org.xmind.gef.draw2d,RotatableSizeableImageFigure,3,0,9,7,63,13,0,0,0.4444444444444444,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/RotatableSizeableImageFigure.java
xmind,org.xmind.gef.draw2d,ChopBoxAnchor,1,0,7,2,37,7,0,0,1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ChopBoxAnchor.java
xmind,org.xmind.gef.draw2d,RotatableWrapLabel,27,3,67,36,696,152,0,0,0.44776119402985076,22,3,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/RotatableWrapLabel.java
xmind,org.xmind.gef.draw2d,IRotatableReferencedLayout,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRotatableReferencedLayout.java
xmind,org.xmind.gef.draw2d,ReferencedLayoutData,3,0,14,14,72,20,0,0,0.14285714285714285,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ReferencedLayoutData.java
xmind,org.xmind.gef.draw2d,IDecoratedFigureListener,0,0,1,0,3,1,0,0,-1.0,3,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IDecoratedFigureListener.java
xmind,org.xmind.gef.draw2d,ITitledFigure,0,0,2,0,4,2,1,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ITitledFigure.java
xmind,org.xmind.gef.draw2d,IRelayeredPane,0,0,3,0,5,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRelayeredPane.java
xmind,org.xmind.gef.draw2d,AnchorableFigure,2,0,6,4,33,13,0,0,0.5,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/AnchorableFigure.java
xmind,org.xmind.gef.draw2d,PathFigure,5,0,14,11,120,22,0,0,0.2857142857142857,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/PathFigure.java
xmind,org.xmind.gef.draw2d,MultiBorder,2,0,9,9,65,15,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/MultiBorder.java
xmind,org.xmind.gef.draw2d,SimpleLineFigure,4,2,9,8,64,12,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/SimpleLineFigure.java
xmind,org.xmind.gef.draw2d,AbstractReferencedLayout,4,0,10,5,69,18,0,0,0.7,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/AbstractReferencedLayout.java
xmind,org.xmind.gef.draw2d,ConnectionFigure,2,0,11,7,55,18,0,0,0.6363636363636364,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ConnectionFigure.java
xmind,org.xmind.gef.draw2d,AbstractAnchor,3,0,24,12,153,51,0,0,0.5833333333333334,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/AbstractAnchor.java
xmind,org.xmind.gef.draw2d,ScalableFreeformLayeredPane,0,0,2,0,25,6,0,0,-1.0,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ScalableFreeformLayeredPane.java
xmind,org.xmind.gef.draw2d,IAnchorableFigureListener,0,0,1,0,3,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IAnchorableFigureListener.java
xmind,org.xmind.gef.draw2d,AdvancedToolbarLayout,3,0,9,9,130,23,0,0,0.3333333333333333,8,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/AdvancedToolbarLayout.java
xmind,org.xmind.gef.draw2d,IOriginBased2,0,0,2,1,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IOriginBased2.java
xmind,org.xmind.gef.draw2d,KeepVisibleToolTipHelper,1,0,7,5,55,15,0,0,0.42857142857142855,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/KeepVisibleToolTipHelper.java
xmind,org.xmind.gef.draw2d,ITransparentableFigure,0,0,0,0,5,0,1,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ITransparentableFigure.java
xmind,org.xmind.gef.draw2d,LabelEx,14,0,40,25,501,93,0,0,0.3,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/LabelEx.java
xmind,org.xmind.gef.draw2d,ITextFigure,0,0,10,10,64,10,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ITextFigure.java
xmind,org.xmind.gef.draw2d,ISkylightLayer,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ISkylightLayer.java
xmind,org.xmind.gef.draw2d,IAnchor,0,0,7,0,9,7,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IAnchor.java
xmind,org.xmind.gef.draw2d,IReferencedFigure,0,0,11,0,67,11,1,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IReferencedFigure.java
xmind,org.xmind.gef.draw2d,IAnchorListener,0,0,1,0,3,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IAnchorListener.java
xmind,org.xmind.gef.draw2d,AnchorableFigureEvent,1,0,1,1,11,1,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/AnchorableFigureEvent.java
xmind,org.xmind.gef.draw2d,IReferencedLayout,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IReferencedLayout.java
xmind,org.xmind.gef.draw2d,SelectionFigure,17,0,44,35,212,73,0,0,0.6136363636363636,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/SelectionFigure.java
xmind,org.xmind.gef.draw2d,IWrapFigure,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IWrapFigure.java
xmind,org.xmind.gef.draw2d,ReferencedLayer,4,0,17,13,124,36,0,0,0.5294117647058824,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ReferencedLayer.java
xmind,org.xmind.gef.draw2d,IRotatable,0,0,2,0,7,2,1,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IRotatable.java
xmind,org.xmind.gef.draw2d,IDecoratedFigure,0,0,3,0,5,3,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IDecoratedFigure.java
xmind,org.xmind.gef.draw2d,ShadowFigure,6,0,22,15,137,35,0,0,0.45454545454545453,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ShadowFigure.java
xmind,org.xmind.gef.draw2d,SourceHooker,0,0,4,4,13,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ShadowFigure.java
xmind,org.xmind.gef.draw2d,SizeableImageFigure,7,0,20,13,204,48,0,0,0.65,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/SizeableImageFigure.java
xmind,org.xmind.gef.draw2d,IHasImage,0,0,2,2,7,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IHasImage.java
xmind,org.xmind.gef.draw2d,ITitledFigure2,0,0,1,0,3,1,0,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/ITitledFigure2.java
xmind,org.xmind.gef.draw2d,IAnchorableFigure,0,0,4,0,6,4,0,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IAnchorableFigure.java
xmind,org.xmind.gef.draw2d,IConnectionFigure,0,0,4,0,6,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IConnectionFigure.java
xmind,org.xmind.gef.draw2d,DecoratedConnectionFigure,1,0,17,12,97,30,1,0,0.5294117647058824,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/DecoratedConnectionFigure.java
xmind,org.xmind.gef.draw2d,IShadowedFigure,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IShadowedFigure.java
xmind,org.xmind.gef.draw2d,IReferenceDescriptor,0,0,1,1,3,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/IReferenceDescriptor.java
xmind,org.xmind.gef.draw2d.decoration,CompoundDecoration,1,0,20,17,98,39,0,0,0.25,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/CompoundDecoration.java
xmind,org.xmind.gef.draw2d.decoration,AbstractShapeDecoration,8,0,32,14,223,50,0,0,0.78125,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/AbstractShapeDecoration.java
xmind,org.xmind.gef.draw2d.decoration,AbstractLineDecoration,3,0,12,6,77,18,0,0,0.75,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/AbstractLineDecoration.java
xmind,org.xmind.gef.draw2d.decoration,PathConnectionDecoration,0,0,10,2,72,15,0,0,-1.0,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/PathConnectionDecoration.java
xmind,org.xmind.gef.draw2d.decoration,AbstractDecoration,4,0,16,9,85,23,0,0,0.6875,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/AbstractDecoration.java
xmind,org.xmind.gef.draw2d.decoration,IConnectionDecorationEx,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/IConnectionDecorationEx.java
xmind,org.xmind.gef.draw2d.decoration,IConnectionDecoration,0,0,7,0,21,7,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/IConnectionDecoration.java
xmind,org.xmind.gef.draw2d.decoration,IShapeDecoration,0,0,8,0,38,8,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/IShapeDecoration.java
xmind,org.xmind.gef.draw2d.decoration,IShapeDecorationEx,0,0,4,0,6,4,1,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/IShapeDecorationEx.java
xmind,org.xmind.gef.draw2d.decoration,AbstractConnectionDecoration,4,0,13,8,89,23,0,0,0.5384615384615384,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/AbstractConnectionDecoration.java
xmind,org.xmind.gef.draw2d.decoration,IDecoration,0,0,9,0,40,9,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/IDecoration.java
xmind,org.xmind.gef.draw2d.decoration,ICorneredDecoration,0,0,2,0,4,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/ICorneredDecoration.java
xmind,org.xmind.gef.draw2d.decoration,ICompoundDecoration,0,0,10,0,12,10,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/ICompoundDecoration.java
xmind,org.xmind.gef.draw2d.decoration,ILineDecoration,0,0,6,0,29,6,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/ILineDecoration.java
xmind,org.xmind.gef.draw2d.decoration,IShadowedDecoration,0,0,1,0,3,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/IShadowedDecoration.java
xmind,org.xmind.gef.draw2d.decoration,PathShapeDecoration,4,0,16,3,94,24,0,0,0.75,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/decoration/PathShapeDecoration.java
xmind,org.xmind.gef.draw2d.geometry,DelegatingIntersectionSolver,0,0,2,2,9,4,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/DelegatingIntersectionSolver.java
xmind,org.xmind.gef.draw2d.geometry,NullPositionSolver,0,0,2,2,11,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/NullPositionSolver.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionDimension,3,2,20,20,97,20,0,0,0.1,1,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionDimension.java
xmind,org.xmind.gef.draw2d.geometry,DelegatingPositionSolver,1,0,22,19,68,23,0,0,0.9545454545454546,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/DelegatingPositionSolver.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionRectangle,4,4,56,56,288,64,0,0,0.10714285714285714,2,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionRectangle.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionVerticalFlipper,0,0,6,5,34,9,0,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionVerticalFlipper.java
xmind,org.xmind.gef.draw2d.geometry,PointList,6,2,9,9,57,17,0,0,0.2222222222222222,1,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PointList.java
xmind,org.xmind.gef.draw2d.geometry,AbstractPrecisionTransformer,2,0,47,47,161,47,3,0,0.9148936170212766,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/AbstractPrecisionTransformer.java
xmind,org.xmind.gef.draw2d.geometry,Transformer,2,0,47,47,187,47,0,0,0.9148936170212766,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/Transformer.java
xmind,org.xmind.gef.draw2d.geometry,IBoundsProvider,0,0,1,1,3,1,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/IBoundsProvider.java
xmind,org.xmind.gef.draw2d.geometry,AbstractPositionSolver,10,0,19,18,105,24,0,0,0.3157894736842105,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/AbstractPositionSolver.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionRotator,7,0,21,21,174,36,0,0,0.5238095238095238,0,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionRotator.java
xmind,org.xmind.gef.draw2d.geometry,FigureBoundsProvider,0,0,1,1,10,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/FigureBoundsProvider.java
xmind,org.xmind.gef.draw2d.geometry,ITransformer,0,0,42,2,48,42,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/ITransformer.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionLine,4,1,28,28,176,43,0,0,0.6785714285714286,3,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionLine.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionPointList,3,0,27,24,193,56,0,0,0.2222222222222222,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionPointList.java
xmind,org.xmind.gef.draw2d.geometry,SplitIntersectionSolver,4,0,7,5,72,16,0,0,0.2857142857142857,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/SplitIntersectionSolver.java
xmind,org.xmind.gef.draw2d.geometry,Transposer,0,0,6,6,41,10,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/Transposer.java
xmind,org.xmind.gef.draw2d.geometry,HorizontalFlipper,0,0,6,5,35,9,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/HorizontalFlipper.java
xmind,org.xmind.gef.draw2d.geometry,ReferencedFigureBoundsProvider,0,0,1,1,6,2,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/ReferencedFigureBoundsProvider.java
xmind,org.xmind.gef.draw2d.geometry,IPrecisionTransformer,0,0,45,0,51,45,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/IPrecisionTransformer.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionTransposer,0,0,6,6,41,10,0,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionTransposer.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionPoint,4,3,43,43,181,45,0,0,0.4186046511627907,1,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionPoint.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionHorizontalFlipper,0,0,6,5,34,9,0,1,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionHorizontalFlipper.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionPointPairBase,2,0,18,18,68,20,0,0,0.5,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionPointPairBase.java
xmind,org.xmind.gef.draw2d.geometry,IIntersectionSolver,2,0,2,0,6,2,0,0,-1.0,5,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/IIntersectionSolver.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionPolygon,1,0,36,36,181,56,0,0,0.1388888888888889,2,1,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionPolygon.java
xmind,org.xmind.gef.draw2d.geometry,AlignmentSolver,2,0,15,7,88,21,0,0,0.6,0,2,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/AlignmentSolver.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionInsets,4,4,30,30,144,32,0,0,0.3333333333333333,1,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionInsets.java
xmind,org.xmind.gef.draw2d.geometry,VerticalFlipper,0,0,6,5,35,9,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/VerticalFlipper.java
xmind,org.xmind.gef.draw2d.geometry,Geometry,16,16,86,85,756,214,0,0,0.9302325581395349,62,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/Geometry.java
xmind,org.xmind.gef.draw2d.geometry,AbstractIntersectionSolver,1,0,7,3,25,8,0,0,0.8571428571428571,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/AbstractIntersectionSolver.java
xmind,org.xmind.gef.draw2d.geometry,PrecisionPointPair,1,0,9,8,32,9,0,0,1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/PrecisionPointPair.java
xmind,org.xmind.gef.draw2d.geometry,IPositionSolver,0,0,16,0,27,16,0,0,-1.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/geometry/IPositionSolver.java
xmind,org.xmind.gef.draw2d.graphics,ImagePattern,1,1,1,1,7,1,0,0,0.0,0,0,/Users/andris/Downloads/../Development/xmind/bundles/org.xmind.gef/src/org/xmind/gef/draw2d/graphics/ImagePattern.java
