Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
xmind,org.xmind.ui.internal.fishbone.structures,SubFishboneData,createFishboneData,Complex Method,Cyclomatic complexity of the method is 9
xmind,org.xmind.ui.internal.fishbone.structures,SubFishboneData,createFishboneData,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.structures,SubFishboneData,createFishboneData,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.structures,SubFishboneData,createFishboneData,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.structures,SubFishboneData,createFishboneData,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneData,Complex Method,Cyclomatic complexity of the method is 13
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneData,Long Method,The method has 103 lines of code.
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneData,Long Statement,The length of the statement "if (dxT <= Math.abs(hChildBranchIns.getWidth() * r.cos()) + joint.x) dxT=Math.abs(hChildBranchIns.getWidth() * r.cos()) + joint.x;" is 130.
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Long Statement,The length of the statement "hChildRef=origin.getTranslated(hChildRef.x`dy > 0 ? hChildBranchIns.top + hTopicIns.bottom + 10 : -(hChildBranchIns.bottom + hTopicIns.top + 10));" is 146.
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Long Statement,The length of the statement "double distBottom=(-tan * (hChildBounds.getBottomLeft().x - pBottomLineX) + pBottomLineY - hChildBounds.getBottomLeft().y) / Math.sqrt(tan * tan + 1);" is 150.
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 10
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 10
xmind,org.xmind.ui.internal.fishbone.structures,SouthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 10
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneData,Complex Method,Cyclomatic complexity of the method is 12
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneExtraData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneExtraData,Long Statement,The length of the statement "hChildRef=origin.getTranslated(hChildRef.x`dy > 0 ? hChildBranchIns.top + hTopicIns.bottom + 10 : -(hChildBranchIns.bottom + hTopicIns.top + 10));" is 146.
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 10
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 10
xmind,org.xmind.ui.internal.fishbone.structures,NorthEastNormal,fillFishboneExtraData,Magic Number,The method contains a magic number: 10
xmind,org.xmind.ui.internal.fishbone.structures,SouthWestRotated,SouthWestRotated,Magic Number,The method contains a magic number: 180.0d
xmind,org.xmind.ui.internal.fishbone.structures,SouthWestRotated,fillFishboneData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,SouthWestRotated,fillFishboneExtraData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,NorthWestRotated,fillFishboneData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.structures,NorthWestRotated,fillFishboneExtraData,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,calcPoints,Magic Number,The method contains a magic number: 4
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,calcPoints,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,calcPoints,Magic Number,The method contains a magic number: 3
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,sketch,Magic Number,The method contains a magic number: 0.5d
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,sketch,Magic Number,The method contains a magic number: 0.5d
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,sketch,Magic Number,The method contains a magic number: 4
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,createObliquePattern,Long Statement,The length of the statement "Pattern p=new GradientPattern(Display.getCurrent()`(float)(cx + p1.x)`(float)(cy + p1.y)`(float)(cx + p2.x)`(float)(cy + p2.y)`ColorUtils.gradientLighter(color)`alpha`color`alpha);" is 180.
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,createObliquePattern,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,createObliquePattern,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,createObliquePattern,Magic Number,The method contains a magic number: 3
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getEast,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getWest,Magic Number,The method contains a magic number: 3
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getSouth,Magic Number,The method contains a magic number: 3
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getSouth,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getAnchorLocation,Magic Number,The method contains a magic number: 0.5d
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getAnchorLocation,Magic Number,The method contains a magic number: 0.5d
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneTopicDecoration,getAnchorLocation,Magic Number,The method contains a magic number: 0.000001
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,validate,Long Statement,The length of the statement "double tailX=target.x + (source.x < target.x ? MainFishboneBranchDecoration.TailLength : -MainFishboneBranchDecoration.TailLength);" is 131.
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,validate,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,performPaint,Complex Conditional,The conditional expression lineStart == null || lineEnd == null || tailTop == null || tailBottom == null is complex.
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,performPaint,Complex Method,Cyclomatic complexity of the method is 10
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,performPaint,Magic Number,The method contains a magic number: 5
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,performPaint,Magic Number,The method contains a magic number: 5
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,performPaint,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,performPaint,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,createPattern,Long Statement,The length of the statement "Pattern p=new GradientPattern(Display.getCurrent()`(float)r.x`(float)(r.y - delta)`(float)r.x`(float)(r.y + r.height)`ColorConstants.white`alpha`color`alpha);" is 158.
xmind,org.xmind.ui.internal.fishbone.decorations,MainFishboneBranchDecoration,createPattern,Magic Number,The method contains a magic number: 0.4
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,sketch,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,sketch,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,sketch,Magic Number,The method contains a magic number: 0.5f
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,getAnchorLocation,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,getAnchorLocation,Magic Number,The method contains a magic number: 0.5
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,getAnchorLocation,Magic Number,The method contains a magic number: 0.5f
xmind,org.xmind.ui.internal.fishbone.decorations,FishheadTopicDecoration,getPreferredInsets,Long Statement,The length of the statement "return new Insets(v + getTopMargin() + getLineWidth()`l + getLineWidth()`v + getBottomMargin() + getLineWidth()`r + getLineWidth());" is 132.
xmind,org.xmind.ui.internal.fishbone.decorations,SubFishboneBranchDecoration,validate,Complex Method,Cyclomatic complexity of the method is 9
xmind,org.xmind.ui.internal.fishbone.decorations,SubFishboneBranchDecoration,validate,Long Statement,The length of the statement "IBranchConnectionDecoration conn=(IBranchConnectionDecoration)parent.getConnections().getDecoration(branch.getBranchIndex());" is 125.
xmind,org.xmind.ui.internal.fishbone.decorations,LeftFishheadTopicDecoration,createClippingPath,Magic Number,The method contains a magic number: 0.5f
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,calcJoint2,Long Parameter List,The method has 5 parameters. 
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,calcJoint2,Magic Number,The method contains a magic number: 100
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,calcAngle,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,isParalell,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,isParalell,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,isParalell,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,isParalell,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.fishbone.decorations,FishboneBranchConnection,isParalell,Magic Number,The method contains a magic number: 0.01
xmind,org.xmind.ui.internal.fishbone.decorations,RightFishheadTopicDecoration,createClippingPath,Magic Number,The method contains a magic number: 0.5f
xmind,org.xmind.de.erichseifert.vectorgraphics2d.util,GraphicsUtils,usesAlpha,Magic Number,The method contains a magic number: 255
xmind,org.xmind.de.erichseifert.vectorgraphics2d.util,DataUtils,join,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,PDFGraphics2D,Long Parameter List,The method has 7 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,PDFGraphics2D,Magic Number,The method contains a magic number: 100
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,PDFGraphics2D,Magic Number,The method contains a magic number: 100.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,PDFGraphics2D,Magic Number,The method contains a magic number: 100
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,PDFGraphics2D,Magic Number,The method contains a magic number: 100.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeString,Long Statement,The length of the statement "str=str.replaceAll("\\\\"`"\\\\\\\\").replaceAll("\t"`"\\\\t").replaceAll("\b"`"\\\\b").replaceAll("\f"`"\\\\f").replaceAll("\\("`"\\\\(").replaceAll("\\)"`"\\\\)");" is 165.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeImage,Long Parameter List,The method has 7 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeImage,Magic Number,The method contains a magic number: 6
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeImage,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeImage,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,setColor,Magic Number,The method contains a magic number: 255.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,setColor,Magic Number,The method contains a magic number: 255.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,setColor,Magic Number,The method contains a magic number: 255.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,setColor,Magic Number,The method contains a magic number: 255.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeHeader,Long Statement,The length of the statement "writeObj("Type"`"/Page"`"Parent"`"2 0 R"`"MediaBox"`String.format("[%d %d %d %d]"`x`y`w`h)`"Contents"`"4 0 R"`"Resources"`"6 0 R");" is 131.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeDict,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Complex Method,Cyclomatic complexity of the method is 8
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 6
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 4
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 5
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 4
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 5
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 2.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 2.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeShape,Missing default,The following switch statement is missing a default case: switch (segmentType) {
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getPdf,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getPdf,Magic Number,The method contains a magic number: 0xffffff
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getPdf,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getFooter,Complex Method,Cyclomatic complexity of the method is 10
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getFooter,Long Statement,The length of the statement "footer.append(" /").append(resourceId).append(" << /Type /Font").append(" /Subtype /").append("TrueType").append(" /BaseFont /").append(font.getPSName()).append(" >>\n");" is 170.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getFooter,Long Statement,The length of the statement "footer.append(" /").append(resourceId).append(" << /Type /ExtGState").append(" /ca ").append(alpha).append(" /CA ").append(alpha).append(" >>\n");" is 146.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getFooter,Long Statement,The length of the statement "footer.append("/Type /XObject\n").append("/Subtype /Image\n").append("/Width ").append(image.getWidth()).append('\n').append("/Height ").append(image.getHeight()).append('\n').append("/ColorSpace /DeviceRGB\n").append("/BitsPerComponent 8\n").append("/Length ").append(imageData.length()).append('\n').append("/Filter /ASCIIHexDecode\n").append(">>\n").append("stream\n").append(imageData).append("\nendstream\n").append("endobj\n");" is 433.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,getFooter,Magic Number,The method contains a magic number: 65535
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeFooter,Complex Method,Cyclomatic complexity of the method is 10
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeFooter,Long Statement,The length of the statement "footer.append(" /").append(resourceId).append(" << /Type /Font").append(" /Subtype /").append("TrueType").append(" /BaseFont /").append(font.getPSName()).append(" >>\n");" is 170.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeFooter,Long Statement,The length of the statement "footer.append(" /").append(resourceId).append(" << /Type /ExtGState").append(" /ca ").append(alpha).append(" /CA ").append(alpha).append(" >>\n");" is 146.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeFooter,Long Statement,The length of the statement "footer.append("/Type /XObject\n").append("/Subtype /Image\n").append("/Width ").append(image.getWidth()).append('\n').append("/Height ").append(image.getHeight()).append('\n').append("/ColorSpace /DeviceRGB\n").append("/BitsPerComponent 8\n").append("/Length ").append(imageData.length()).append('\n').append("/Filter /ASCIIHexDecode\n").append(">>\n").append("stream\n");" is 372.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,PDFGraphics2D,writeFooter,Magic Number,The method contains a magic number: 65535
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writeImage,Long Parameter List,The method has 7 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writeImage,Long Statement,The length of the statement "write("<image x=\""`x`"\" y=\""`y`"\" "`"width=\""`width`"\" height=\""`height`"\" "`"xlink:href=\""`imgData`"\" "`"/>");" is 121.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,setAffineTransform,Magic Number,The method contains a magic number: 6
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writeHeader,Long Statement,The length of the statement "writeln("<svg version=\"1.2\" xmlns=\"http://www.w3.org/2000/svg\" "`"xmlns:xlink=\"http://www.w3.org/1999/xlink\" "`"x=\""`x`"\" y=\""`y`"\" "`"width=\""`w`"\" height=\""`h`"\" " + "viewBox=\""`x`" "`y`" "`w`" "`h`"\""`">");" is 225.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writeUnclippedShape,Long Statement,The length of the statement "write("<rect x=\""`x`"\" y=\""`y`"\" width=\""`width`"\" height=\""`height`"\" rx=\""`arcWidth`"\" ry=\""`arcHeight`"\" ");" is 123.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writeUnclippedShape,Magic Number,The method contains a magic number: 2.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writeUnclippedShape,Magic Number,The method contains a magic number: 2.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Complex Method,Cyclomatic complexity of the method is 8
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 6
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 4
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 5
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Magic Number,The method contains a magic number: 3
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,writePath,Missing default,The following switch statement is missing a default case: switch (segmentType) {
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,getSvg,Magic Number,The method contains a magic number: 255
xmind,org.xmind.de.erichseifert.vectorgraphics2d,SVGGraphics2D,getSvg,Magic Number,The method contains a magic number: 255.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,VectorGraphics2D,Long Identifier,The length of the field DEFAULT_PAINT_IMAGE_SIZE_MAXIMUM is 32.
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,VectorGraphics2D,Magic Number,The method contains a magic number: 72.0
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawString,Missing default,The following switch statement is missing a default case: switch (getFontRendering()) {
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,setPaint,Complex Method,Cyclomatic complexity of the method is 8
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,getBrightness,Magic Number,The method contains a magic number: 2
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,copyArea,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawArc,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawImage,Long Parameter List,The method has 5 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawImage,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawImage,Long Parameter List,The method has 7 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawImage,Long Parameter List,The method has 10 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawImage,Long Parameter List,The method has 11 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,drawRoundRect,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,fillArc,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,fillRoundRect,Long Parameter List,The method has 6 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,writeImage,Long Parameter List,The method has 7 parameters. 
xmind,org.xmind.de.erichseifert.vectorgraphics2d,VectorGraphics2D,writeClosingFill,Long Statement,The length of the statement "writeImage(paintImage`wImage`hImage`shapeBounds.getX()`shapeBounds.getY()`shapeBounds.getWidth()`shapeBounds.getHeight());" is 122.
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,addSpan,Long Statement,The length of the statement "registerStyle(span`Styles.FontFamily`Styles.FontSize`Styles.TextColor`Styles.FontWeight`Styles.TextDecoration`Styles.FontStyle);" is 128.
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,receiveStyle,Complex Method,Cyclomatic complexity of the method is 9
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,build,Empty catch clause,The method has an empty catch block.
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,loadTopic,Complex Method,Cyclomatic complexity of the method is 26
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,loadTopic,Long Method,The method has 119 lines of code.
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,loadTopic,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImporter,loadNode,Complex Method,Cyclomatic complexity of the method is 14
xmind,org.xmind.ui.internal.imports.freemind,NotesImporter,addSpan,Long Statement,The length of the statement "registerStyle(span`Styles.FontFamily`Styles.FontSize`Styles.TextColor`Styles.FontWeight`Styles.TextDecoration`Styles.FontStyle);" is 128.
xmind,org.xmind.ui.internal.imports.freemind,NotesImporter,receiveStyle,Complex Method,Cyclomatic complexity of the method is 9
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImportWizard,createControl,Magic Number,The method contains a magic number: 15
xmind,org.xmind.ui.internal.imports.freemind,FreeMindImportPage,createControl,Magic Number,The method contains a magic number: 15
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImportWizard,createControl,Magic Number,The method contains a magic number: 15
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImportPage,createControl,Magic Number,The method contains a magic number: 15
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadStyle,Complex Method,Cyclomatic complexity of the method is 9
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadStyle,Long Statement,The length of the statement "if (fontSizeNode != null) registerStyle(host`Styles.FontSize`NovaMindImporter.parseFontSize(fontSizeNode.getTextContent()));" is 124.
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadStyle,Long Statement,The length of the statement "if (boldNode != null) registerStyle(host`Styles.FontWeight`Boolean.parseBoolean(boldNode.getTextContent()) ? Styles.FONT_WEIGHT_BOLD : null);" is 141.
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadStyle,Long Statement,The length of the statement "if (italicNode != null) registerStyle(host`Styles.FontStyle`Boolean.parseBoolean(italicNode.getTextContent()) ? Styles.FONT_STYLE_ITALIC : null);" is 145.
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadStyle,Long Statement,The length of the statement "String textDecoration=StyleUtils.toTextDecoration(atts.getNamedItem("underline-style") != null`atts.getNamedItem("strikethrough-style") != null);" is 145.
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadStyle,Magic Number,The method contains a magic number: 3
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,build,Magic Number,The method contains a magic number: 100
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,build,Magic Number,The method contains a magic number: 45
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,build,Magic Number,The method contains a magic number: 45
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,build,Magic Number,The method contains a magic number: 5
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,build,Magic Number,The method contains a magic number: 5
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,readFile,Empty catch clause,The method has an empty catch block.
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadImages,Magic Number,The method contains a magic number: 64
xmind,org.xmind.ui.internal.imports.novamind,NovaMindImporter,loadImages,Magic Number,The method contains a magic number: 64
